index	sentence1	sentence2	label
2941	Do you get a 'No Operating System' message when you start the laptop?	I don't see that at all.	contradiction
2942	Please plug in the AC power adapter to your laptop. Does it boot now?	The laptop does not boot up when the AC power adapter is plugged in. The laptop screen is just completely black.	contradiction
2943	Are you leaving tomorrow?	I'm staying here for two weeks	contradiction
2944	Do you hear the ticking sound only when you take a turn or when the road curves?	I hear the ticking sound whenever I am driving the car and not just during turns.	contradiction
2945	Do you like loud music?	I prefer jazz.	contradiction
2946	Do you have plans after work today?	I'm hosting a dinner party at my home.	entailment
2947	Do you like turkey?	I've switched to Tofurky.	contradiction
2948	Does the brake pedal go all the way to the floor?	Yes, it goes all the way down.	entailment
2949	Would you like to live near Central Park?	That would be excellent.	entailment
2950	Would you like to have a balcony?	that would be ideal	entailment
2951	Can you swim?	I can doggy-paddle.	entailment
2952	Is your company private?	We trade on the stock exchange.	contradiction
2953	Is your BIOS set to hibernate the laptop in case of low battery?	The BIOS is set to hibernate.	entailment
2954	Are you leaving before next weekend?	I need to hit the road tomorrow night.	entailment
2955	Do you eat breakfast food for lunch or dinner?	I eat breakfast in the morning	contradiction
2956	Do you want me to give you a lift home?	Actually that would be great.	entailment
2957	Flush your engine with a flushing kit or solution. Then refill with new engine oil. Then you will be good to go.	Can you explain how I'd flush the engine using the flushing kit or solution?	neutral
2958	Do you have any kids now?	My husband and I have four.	entailment
2959	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	When the external power supply is connected, the laptop power LED turns on.	entailment
2960	Does your wireless connection slows down or gets flaky when someone nearby is using a phone, a bluetooth device or other such sources of interference?	The WiFi connection is not slowing down. I even took my laptop far from any such device but I still face the same problem.	contradiction
2961	Do you have a size criteria?	I can only afford a studio.	entailment
2962	Do you want to get together tomorrow?	I have my regular day out with mom tomorrow.	contradiction
2963	Are you into trying new foods?	I'll give anything a go once.	entailment
2964	Would you like a lower level flat?	I prefer not to use the elevator.	entailment
2965	Did you move here?	My flat is just down the block.	entailment
2966	Are you facing an intermittent connection?	I have not noticed my connection dropping at random times.	contradiction
2967	Do you like hip hop?	I'm a huge fan of old New York hip hop.	entailment
2968	How about watching a movie?	That would be good	entailment
2969	Do you have kids?	I had a daughter but she died.	contradiction
2970	Are you into the outdoors?	I prefer it to being indoors	entailment
2971	Are your studies going well?	I am almost done.	entailment
2972	Do you have any food intolerances?	I can't have shellfish.	entailment
2973	Does your laptop boot using a Windows DVD?	The laptop does not boot up if the Windows DVD is used. The laptop is definitely broken.	contradiction
2974	When the power supply is connected to the laptop, does the power LED flicker?	No, the power light doesn't flicker when the laptop is connected to its power supply.	contradiction
2975	When you apply the brakes, does it pull the steering wheel?	Yes, it definitely pulls when I apply them.	entailment
2976	Do you hear the ticking sound only when you take a turn or when the road curves?	The ticking sound is only happening when I'm turning at a corner or driving on a curved road.	entailment
2977	Is your family moving in with you?	My kids are excited to move	entailment
2978	Does the car stop when you apply the brakes?	I am pushing the pedal like I usually do but the car doesn't stop moving. What should I do?	neutral
2979	Are you interested in a loft?	that would be ideal	entailment
2980	Are you employed?	I've worked in the same place for years.	entailment
2981	Do you like salmon?	I like books on fish.	entailment
2982	Are you new to town?	I've lived here for twenty years.	contradiction
2983	Are you considering roommates?	I'd never live with a roommate again.	contradiction
2984	Do you hear a clunking noise from your car, as opposed to ticking noise?	I don't hear a clunking sound coming from the car.	contradiction
2985	When you start the laptop, do you see the splash screen with the Windows logo?	The splash screen shows up.	entailment
2986	Do you work in town?	I work at the city high school.	entailment
2987	Do you prefer a patio?	I like having a place where I can grow plants.	entailment
2988	Can we go for a walk?	I'm very tired.	contradiction
2989	If you pull over and stay idle, does the car's temperature return to normal?	It does not go back to normal when I pull over and idle. 	contradiction
2990	Do you have any kids of your own now?	Not at the moment	contradiction
2991	Have you decided which neighborhood you want to buy in?	I'd like to live in Soho.	entailment
2992	If you pull over and stay idle, does the car's temperature return to normal?	I checked it when the car idled. It did not go back to normal.	entailment
2993	Does the laptop boot normally and display the Windows Desktop?	It doesn't display normally. It doesn't display at all actually.	contradiction
2994	Are you into outdoor hobbies?	Sometimes I like them	entailment
2995	Do you get the live BIOS splash screen just after you start your computer?	The live BIOS splash screen comes up after starting the computer.	entailment
2996	Are you new to Texas?	I am from here.	contradiction
2997	Are you going out tonight?	I'm going to a wine bar.	entailment
2998	Do you want to go out tonight?	I've got energy for it.	entailment
2999	Do you have any pets?	I have a cat.	entailment
3000	Are you going to the gym today?	I thought I would	entailment
3001	Did you have a good workday?	It was so grueling.	contradiction
3002	Does your car have a mechanical distributor?	No, the car does not contain a mechanical distributor.	contradiction
3003	Have you checked the concerts happening in the area?	I bought tickets to Dolly Parton.	entailment
3004	Do you like exercising?	I try to make myself do it, but I wouldn't say I enjoy it.	contradiction
3005	Do you like your job?	I am always looking for a new one.	contradiction
3006	Do you get on with your colleagues?	I'll miss my old team if I leave.	entailment
3007	Can I help you with your stuff?	that's very kind	entailment
3008	Do you have a favorite musician?	My favorite is Elvis Presley.	entailment
3009	Have you ever been to New York?	It's been my favorite city to visit.	entailment
3010	Is your family ok?	They're all doing good.	entailment
3011	It's an issue with the fan or the temperature sensor is failing. Test fan motor with direct connection or replace the temperature sensor.	Your suggestion worked! Thank you so much for helping with that.	neutral
3012	Have any plans for tonight?	I'm meeting friends for a drink.	entailment
3013	Are you interested in a country concert?	I'll try anything.	entailment
3014	Do you like to cook on weekends?	I love to make a pot of soup on Sundays.	entailment
3015	"When you turn on the laptop, does it show ""momentary signs of life"" before dying?"	"What do you mean when you say ""momentary signs of life""?"	neutral
3016	Do you go out on the weekends?	most of them I do	entailment
3017	Are you a fan of Stephen King?	I loved reading The Outsider.	entailment
3018	Are you enjoying your time here?	I'd like to move here one day.	entailment
3019	Is the Harry Potter series of any interest to you?	I don't think I'd like it.	contradiction
3020	Does your house have a swimming pool?	I have an above ground pool in the backyard.	entailment
3021	Have you been to SXSW?	I've always wanted to go!	contradiction
3022	Do you go by your first name?	Everyone calls me by my nickname.	contradiction
3023	Have you read the latest Stephen King book?	I have	entailment
3024	Do you have any plans this weekend?	It's anniversary weekend for me and wife.	entailment
3025	Do you like the same hobbies from when you were a kid?	I still play football.	entailment
3026	Would you like to join me for some coffee?	That sounds like a great idea.	entailment
3027	Do you see coolant drips on the ground from overflow reservoir?	I don't see anything like that coming from the reservoir. 	contradiction
3028	Is the pay good?	Better than here.	entailment
3029	Do you like this area of town?	It seems very lively.	entailment
3030	Have you been here before?	This is my first time visiting.	contradiction
3031	Are you into pop?	I'm into classical.	contradiction
3032	Isn't Lord of the Rings boring?	I liked Lord of the Rings	contradiction
3033	Does your laptop shut down automatically when it overheats?	The laptop keeps running even if it feels hot.  The laptop hasn't ever shut down on its own.	contradiction
3034	Do you like to see live music?	I prefer it.	entailment
3035	Does your job have a special skill required?	I have learned many special skills.	entailment
3036	Have you been healthy lately?	I feel great.	entailment
3037	Would you like to meet up for dinner?	Let's do a rain check.	contradiction
3038	Have you heard about the author J.K. Rowlings?	She is very famous.	entailment
3039	Can the laptop access the internet if you connect it directly to the router with an Ethernet cable?	I can't access the Internet even with an Ethernet cable.	contradiction
3040	Do you get a 'No Operating System' message when you start the laptop?	I don't get that error on screen.	contradiction
3041	Are your studies going well?	They're going fine.	entailment
3042	Can you please test if your battery is OK?	How should I perform the battery test?	neutral
3043	Do you have any pets?	My cat is living with my sister.	entailment
3044	Do you want to go do something together?	we might as well	entailment
3045	do you like salads?	I eat salad every day.	entailment
3046	Is antifreeze leaking from the engine?	It does have one. I just checked.	entailment
3047	Does the router have default settings?	I have never changed the router settings.	entailment
3048	Do you like roller coasters?	I used to when I was a kid.	contradiction
3049	Where do you work?	It's classified.	neutral
3050	Do you enjoy outdoor activities?	I hike every weekend.	entailment
3051	Does the ticking noise frequency drop when the car shifts gear?	If the ticking noise frequency did drop when the car shifts gear, what would that indicate?	neutral
3052	What time do you like to eat breakfast?	I usually only have coffee in the morning.	neutral
3053	Are you using your laptop in a hot environment?	I am in a cool place.	contradiction
3054	Do you get the live BIOS splash screen just after you start your computer?	Yes, I see the BIOS splash screen. This is after I boot the computer.	entailment
3055	Do you prefer to read fiction?	Always fictins	entailment
3056	Was your trip ok?	It was so stressful.	contradiction
3057	Do you like to take walks with your dog?	I love to walk her as the sun is setting.	entailment
3058	Have you heard about the museums.	I have a list.	entailment
3059	Would you eat fish?	I love fish	entailment
3060	Have you read Khalid Hoseni yet?	I am unfamiliar with his work.	contradiction
3061	Would you prefer a locally owned restaurant?	I never really dine at restaurant chains.	entailment
3062	Want to try a new restaurant nearby?	Tell me what you have in mind.	neutral
3063	Does the car make ticking sounds while coasting in neutral?	I just put my car in neutral and let it coast a little.  I hear that ticking sound.	entailment
3064	Want to go see a musical?	I love anything with songs.	entailment
3065	Can you cover my shift tomorrow?	I'm busy.	contradiction
3066	If you pull over and stay idle, does the car's temperature return to normal?	It's not changing after idling. 	contradiction
3067	Does the laptop boot normally and display the Windows Desktop?	I do see something when I start it. I believe it is the windows desktop. 	entailment
3068	Does your laptop shut down automatically when it overheats?	That seems to be the case currently.	entailment
3069	Do you like video games?	More or less.	entailment
3070	It is about the pay?	I can't live on what I'm getting at the moment.	entailment
3071	 When you apply the brakes, do you feel a jerky feeling through the pedal?	I am checking now. There's not a jerking motion at all when applying the brakes.	contradiction
3072	Do you like reading self help books?	Self-help always interests me.	entailment
3073	Please tell me if your laptop battery is overheating?	The battery is not overheating. It seems to be working properly.	contradiction
3074	Are you financially stable?	I am getting there	neutral
3075	Is your job too far?	I don't mind the commute.	contradiction
3076	Does the laptop BIOS show that the hard drive is installed?	I checked the BIOS. I see that the hard drive is installed.	entailment
3077	Does your battery run down in just a few days?	Can you explain why it runs down eventually?	neutral
3078	Are you getting bored at work?	I don't feel challenged.	entailment
3079	Have you ever been to Glastonbury?	I've never made it to England.	contradiction
3080	Do you like similar music to your parents?	I like all the oldies.	neutral
3081	Heading home?	in about 10 minutes	entailment
3082	Is your LCD's inverter working properly?	What should I do to see if it is functioning correctly?	neutral
3083	Shall we book a taxi to lift us?	I already hailed one.	contradiction
3084	Have you been to warped tour?	I don't go to many music festivals.	contradiction
3085	When you connect the charger to your laptop, is the power connector loose?	The power connector does not appear loose. I connected the charger to my laptop and it is very secure.	contradiction
3086	Is there an open circuit with your car's key in 'run/ON' position?	No, there is no open circuit.  When the car key is in the ON position, the circuit is closed for sure.	contradiction
3087	Do you ever work from home?	I work from home all of the time.	entailment
3088	Will you be the head of your department?	I am just the assistant.	contradiction
3089	Do you have children	I never did want any kids.	contradiction
3090	Is there a open circuit in the ignition switch?	Please tell me what an ignition switch is. 	neutral
3091	Have you seen anyone else from the old neighborhood lately?	I ran into Slim yesterday.	entailment
3092	Do you live nearby?	We live upstairs.	entailment
3093	Want to check out some new music?	I only listen to classic rock.	contradiction
3094	So how do you feel about falafel for lunch?	I've never had it but am willing to try it.	entailment
3095	Did you ever read any books by Robert Ludlum?	I haven't heard of him.	contradiction
3096	Do you like working with others?	I am better solo.	contradiction
3097	Do you get the live BIOS splash screen just after you start your computer?	What exactly is the live BIOS screen? How do I see it?	neutral
3098	Are you in a band now?	We broke up after college.	contradiction
3099	Have you had any interviews?	I haven't heard back from any of my applications.	contradiction
3100	Have you gone rock climbing recently?	We were in Bend last weekend.	entailment
3101	Do you like live DJs?	I've never heard one.	neutral
3102	Want to go and see The Killers tonight?	I don't like that band.	contradiction
3103	Do you live around here?	I live around the corner.	entailment
3104	Are you going out to eat tonight?	I'm cooking dinner tonight.	contradiction
3105	When you turn ON the laptop, do you hear a series of beeps?	I don't hear any beeps after booting up the laptop.	contradiction
3106	Would you like to check out a local brewery this week?	I am not into beer.	contradiction
3107	Does your wireless connection slows down or gets flaky when someone nearby is using a phone, a bluetooth device or other such sources of interference?	There is no slow down of the wi-fi connection from other nearby devices.	contradiction
3108	Have you been to any festivals?	I'm a dork and never go outside.	contradiction
3109	I have a great collection of books, want to borrow any of them?	I would love to take The Shining to read if I may.	entailment
3110	Can you drive?	I love driving.	entailment
3111	Would you be happy to take a pay cut?	I'd prefer not to.	contradiction
3112	Do you see tiny dots or lines through the LCD display?	No, it does not show them.	contradiction
3113	Is spark getting to the plugs?	When I checked the spark plugs, I found that they are sparking correctly.	entailment
3114	Are you into country music?	Country is my least favourite genre of music.	contradiction
3115	Have you ever played an instrument?	I took violin lessons last year.	entailment
3116	Are there parks and amenities close to the flat you are considering?	I'm not sure yet.	neutral
3117	Do you eat meat?	I prefer chicken	entailment
3118	When you turn ON the laptop, do you hear a series of beeps?	It does not beep. There is no noise when the laptop is turned on.	contradiction
3119	Do you have any meetings tomorrow?	I'm booked all day.	entailment
3120	Is New York an affordable place to buy in?	I am able to do it easily.	entailment
3121	Is being near public transportation a priority?	I own a car.	contradiction
3122	Do you work here in town?	I haven't had a job in some time.	contradiction
3123	Is a rear wheel gettig locked and leaving a drag mark?	No, there are no drag marks from the rear wheel.	contradiction
3124	Does the laptop boot normally and display the Windows Desktop?	It doesn't display that, no	contradiction
3125	Do you smell antifreeze? It's usually a sweet smell.	I don't smell any sweet smelling antifreeze.	contradiction
3126	Will it be more convenient?	Way more.	entailment
3127	Did you change the laptop power management settings recently?	I have not altered the power management settings in my laptop recently.	contradiction
3128	Do you enjoy musicals?	I can't sit through a musical.	contradiction
3129	Is this somewhere you plan on living for a while?	I move often due to work.	contradiction
3130	Do you feel like having a warm meal?	I'd rather have something cool and refreshing.	contradiction
3131	Are your parents still living with you?	They moved out years ago.	contradiction
3132	So, do you have plans for this weekend?	My fiance and I are going to dinner tonight.	entailment
3133	Are you able to see anything on your laptop's screen?	It is showing some stuff, yes sir.	entailment
3134	Is your family still living in the neighborhood?	My parents are snowbirds now.	neutral
3135	Do you like to eat healthy food?	Anything to make me feel good.	entailment
3136	Will you have some time to relax this weekend?	We have to repair the chimney.	contradiction
3137	Do you like the Dave Matthews Band?	I hate that band.	contradiction
3138	Have you got roommates?	Living alone is essential to my personal happiness.	contradiction
3139	Would you like to go for coffee to catch up more?	That sounds great.	entailment
3140	Are you able to connect to the network if the security in your router is disabled?	I do not know how to disable my router security.	neutral
3141	Are there any noises when you brake?	I hear noises when I press the brake. I hear it every time.	entailment
3142	Do you need to be close to the subway?	Within 5 blocks would be best.	entailment
3143	Is your laptop display rotated 90 degrees or upside-down?	It isn't turned by 90 degrees. It is not flipped either.	contradiction
3144	Is your family doing well?	They love life.	entailment
3145	When you start the laptop, do you see the splash screen with the Windows logo?	The logo does appear.	entailment
3146	Is the antifreeze level in your overflow tank up to the mark?	I don't know how to check the antifreeze level of the overflow tank. I've never tried before.	neutral
3147	Is there a 12 volt+ reading at the primary coil?	Yes, The primary coil shows a reading of 12 volts	entailment
3148	Have any kids yet?	We have three.	entailment
3149	Is your job a manual labor?	I am on a computer all day.	contradiction
3150	Have you been to Torchys?	Not yet, but I heard it's pretty good.	contradiction
3151	When the power supply is connected to the laptop, does the power LED flicker?	There is no flickering LED when I do that.	contradiction
3152	Do you mind if we walk to the bar?	I'd rather run.	contradiction
3153	Are you interested in non-fiction?	History books are great.	entailment
3154	Have you had sushi before?	I've tried it a few times.	entailment
3155	Are you facing any issue with accessories such as wipers, radio or heater blower?	I am not having issues with any of the things you mentioned.	contradiction
3156	Does the car stop when you apply the brakes?	I am able to stop the car using the brakes.	entailment
3157	Are you going to the supermarket ?	I need to pick up some milk and eggs.	entailment
3158	Do you need to live next to a subway station?	I have a car.	contradiction
3159	You have no power because you battery connectors are corroded to the point that there is an insulating layer of rust. Replacing them will resolve your issue.	I replaced the battery connectors, and I have power again. Thanks for your help!	neutral
3160	Do you eat breakfast food for lunch or dinner?	I love to.	entailment
3161	Wanna hang out at the weekend?	I don't feel like it.	contradiction
3162	Are you still teaching?	I retired last year.	contradiction
3163	Do you like eating fast food?	Fast food is terrible for you.	contradiction
3164	Do you want to go to the movies?	A film by my favorite director is showing downtown.	entailment
3165	Have you eaten anything great last week?	I've just been eating diet food.	contradiction
3166	Have you tried flushing the engine?	No, I didn't try to do that. I haven't touched that at all. 	contradiction
3167	Do you enjoy sports?	Cricket is my favourite.	entailment
3168	Have you decided which neighborhood you want to buy in?	I haven't seen them all yet	contradiction
3169	Do you like to read horror books?	They're too scary.	contradiction
3170	Is it similar to your current role?	They both have some similar duties.	entailment
3171	Do you have any formal musical training?	I did when I was younger	entailment
3172	Do you like crowds?	I don't like being around large groups of people.	contradiction
3173	Do you have a place to stay?	I thought I'd stay with you.	contradiction
3174	Does the router have default settings?	The router is definitely at the defaults. I have never made any changes here.	entailment
3175	Does your laptop boot when all external devices are disconnected?	The laptop does not boot even if I disconnect all the external devices.	contradiction
3176	Does the engine fire on turning the key?	Thats the problem. It just wont.	contradiction
3177	Do you enjoy eating steaks?	I prefer chicken	contradiction
3178	Does the fan turn on when the engine warms up?	After the engine's been on for a while, I can hear the fan turning on and whirring.	entailment
3179	Are you gluten intolerant?	I can eat anything	contradiction
3180	Do you like to BBQ?	Well cooked BBQ is quite a treat.	entailment
3181	Have you been well?	Better than expected!	entailment
3182	Does the laptop boot after removing all external devices such as external keyboard, mouse and printer?	The laptop doesn't boot up when all the external devices are removed. The screen is black and unresponsive.	contradiction
3183	Do you live around here now?	I\\m just visiting	contradiction
3184	Is there anything you absolutely won't eat?	I will die before I try carrots.	entailment
3185	Do you have plans tonight?	We're getting a drink.	entailment
3186	Want to grab a coffee one of these days?	I think we should catch up.	entailment
3187	Do you like to garden?	I get someone else to handle that	contradiction
3188	Have you been to any shows lately?	The last concert I went to was years ago.	contradiction
3189	Do you have any experience in the job your looking for?	I've got 10 years under my belt.	entailment
3190	Do you have plans for this evening?	I'm going to the cinema, to see the new Star Wars.	entailment
3191	Are you going out to eat tonight?	I'll be having dinner at home.	contradiction
3192	Do you like pineapple on your pizza?	I prefer pepperoni.	contradiction
3193	The issue is clear to me now. You have a stuck piston in your disc brakes or the drum shoes are over-adjusted in your drum brakes.	There was indeed a stuck piston in the disc brakes. Thank you for mentioning that!	neutral
3194	Did you grow up in this neighborhood?	Just outside it.	contradiction
3195	Have you read the Harry Potter collection?	I've read them each three times.	entailment
3196	Are you a fan of nonfiction?	I'm a fan of every genre.	entailment
3197	Can you smell burning or see smoke coming out of the laptop?	I see no smoke at all.	contradiction
3198	Would you be OK with a studio unit?	I'd be fine with that.	entailment
3199	Would you like to borrow Robinson Crusoe?	if thats okay	entailment
3200	Is your laptop's firewall blocking you from getting onto the web?	I am blocked by the firewall. 	entailment
3201	Do you work too much?	If anything I don't get enough hours in.	contradiction
3202	Do you want to work for a smaller company?	that would be good	entailment
3203	Please tell me if your laptop battery is overheating?	I do not think the laptop battery is overheating. It does not feel overly warm when I touch it.	contradiction
3204	When you connect the charger to your laptop, is the power connector loose?	I plugged the charger in the laptop. It is a snug fit.	contradiction
3205	Want to recommend me any non-fiction book?	I don't usually read non-fiction	contradiction
3206	Can you check if a fusible link has blown?	where exactly is this fusible link?	neutral
3207	You like swimming?	It's my favorite type of exercise.	entailment
3208	Do you have a dog	My dog is at home.	entailment
3209	Does your current position have growth potential?	There is some room for growth.	entailment
3210	Would you like to go shopping together this Saturday?	I hate shopping at weekends.	contradiction
3211	Would you say your job is meaningful?	My current job is mostly busywork.	contradiction
3212	Are there any noises when you brake?	I checked just now. I don't hear anything when I do that.	contradiction
3213	Hey would you be interested in going to a local band's show this weekend?	I would love that	entailment
3214	Can you drink?	I can't right now	contradiction
3215	Have you ever played the violin?	I don't know how to play any instruments.	contradiction
3216	Are you living here in town?	I am right now	entailment
3217	Does your laptop show the wireless network you are trying to connect to?	The list of available networks includes the one I want.	entailment
3218	Do you want to catch up over breakfast?	That sounds good	entailment
3219	You finish school?	I graduated in 1991.	entailment
3220	Is the emergency parking brake working properly?	It is not functional.  It does not do its job when engaged.	contradiction
3221	Are you a fan of eating out?	I'm such a foodie.	entailment
3222	Do you still live in the neighborhood?	I moved away after school.	contradiction
3223	Do you like horror movies?	I really don't	contradiction
3224	Do you still live in the same house?	I have moved	contradiction
3225	Are you interested in seeing a high school play?	I only like watching off-Broadway plays.	contradiction
3226	When you start the laptop, do you see the splash screen with the Windows logo?	It does appear for a short period.	entailment
3227	Are you able to connect to the network if the security in your router is disabled?	I can't connect even after following those instructions. 	contradiction
3228	Want to extend this conversation over dinner tonight?	Let's do it.	entailment
3229	Is antifreeze leaking from the engine?	It does have one. I just checked.	entailment
3230	Have you been downtown to any of the museums?	I went to the art museum last time.	entailment
3231	"When you turn on the laptop, does it show ""momentary signs of life"" before dying?"	It flashes for a second when I turn it on. But then it dies.	entailment
3232	Does the LCD diaply blackout at random?	The LCD is not showing any such behavior.	contradiction
3233	Do you have children?	My wife is pregnant with our first child.	contradiction
3234	Do you mind if we walk to the bar?	Not at all	contradiction
3235	Would you consider yourself a fictional reader?	I like non fiction as much as fiction.	neutral
3236	Does your Windows boot and display the desktop?	The desktop is visible. It shows up after I boot Windows.	entailment
3237	Will you be driving?	I'm going to take the subway.	contradiction
3238	Would you be moving in by yourself?	Everything I own fits in my car.	entailment
3239	Is it a newly formed company?	The company was established five years ago.	contradiction
3240	Do you like neo soul?	What's that?	neutral
3241	Have you traveled anywhere interesting?	Love visiting Thailand.	entailment
3242	Do you use an e-reader?	I've never been able had one before.	contradiction
3243	Do you know how much rent is?	I've been told what the rent is.	entailment
3244	Are you able to connect to the network if the security in your router is disabled?	I cannot connect to the network when I disable the network security. 	contradiction
3245	Do you know about that band coming to town?	I heard something about that	entailment
3246	Do you have a favorite author?	CS Lewis is my hero.	entailment
3247	Have you got any plans this weekend?	I don't currently	contradiction
3248	Shall we go out for a drink tonight?	I think we should	entailment
3249	Are you into romantic novels?	I wouldn't say I am	contradiction
3250	Do you like the coffee here?	it is very good	entailment
3251	Are you able to see anything on your laptop's screen?	Many things are visible on it. The display has no problem, I am sure it's the hard drive.	entailment
3252	Would you like to have more regular hours?	It will be nice to have the stability.	entailment
3253	Do you like to read horror books?	I'd rather read a humorous story.	contradiction
3254	Do you like to eat spicy food ?	I am known for my resistance to heat.	entailment
3255	Are you a Gemini?	I think I'm the other star sign	contradiction
3256	Do you like fancy cars?	I prefer more economical models.	contradiction
3257	Is it similar to your current role?	It's a different department.	contradiction
3258	Does the router have default settings?	The router is not configured to the default settings.	contradiction
3259	Is the commute long?	I have a 2-hour drive each way.	entailment
3260	Alright man, now that you're here do you want to grab some Texas barbecue?	Let's do it.	entailment
3261	Do you like your job?	I have been ready to move a while.	contradiction
3262	Do you like sci-fi?	It depends on the sci-fi	entailment
3263	Do you have a sweet tooth?	I can't resist cookies.	entailment
3264	Are you still interested in photography?	I've got my camera right here.	entailment
3265	Would you like more benefits from your job?	Like anyone else, more benefits would be appreciated.	entailment
3266	Do you have any pets?	My dog is ten years old.	entailment
3267	When the power supply is connected to the laptop, does the power LED flicker?	What would cause the power LED to flicker?	neutral
3268	Are you taking the bus today?	.I drove into work this morning.	contradiction
3269	Are you going to any concerts this year?	I might go to some R&B concerts this year.	entailment
3270	Does the laptop power up without the video card, sound card and hard disk connected?	No, the laptop does not power up even after disconnecting them.	contradiction
3271	Have you enjoy cooking?	I do like to cook	entailment
3272	Have you been looking for a new job?	I have a few feelers out.	entailment
3273	Do you like Jay Z's music?	Rap music is weird.	contradiction
3274	Does your job involve any sort of computer based work ?	that is my main job	entailment
3275	Have you been to a book reading lately?	Work has kept me too busy.	contradiction
3276	Would you like to join me for a beer?	I can't drink.	contradiction
3277	Want to come over for coffee tomorrow?	Afternoon would work.	entailment
3278	Are you staying some days?	I'm hoping to!	entailment
3279	Are you a vegetarian ?	That's laughable.	contradiction
3280	Do you enjoy the summer weather?	I try not to leave the air conditioning at any cost.	contradiction
3281	Do you hear rattling noise from the brakes when driving on rough pavement?	Yes, whenever I hit the brakes in such situations there's a serious rattle.	entailment
3282	Isn't it really expensive?	The prices are sky high.	entailment
3283	Are you from somewhere near where you live now?	I grew up outside the country.	contradiction
3284	Do you have management experience?	I supervised people at my last job.	entailment
3285	You going out tonight?	I have to stay home with my kids.	contradiction
3286	Do you hear clunks whenever the brakes are applied?	They don't. I don't hear any clunking.	contradiction
3287	Have you been at your current job for at least two years?	I've been there almost a decade.	entailment
3288	Did you check your credit to see if you are able to apply for mortgage?	I was approved last month.	entailment
3289	Is it close to a subway station?	It's a five minute walk from the Metro.	entailment
3290	Have you ever played the guitar?	I used to play the piano.	contradiction
3291	Do you have a favourite instrument?	Cello is by far my favourite instrument.	entailment
3292	Are you a fan of live music?	Concerts can be fun.	entailment
3293	Are you leaving as well?	I think I'm ready to go.	entailment
3294	Are you taking any work home to do over the weekend?	I have a project to finish for Monday.	entailment
3295	Do you have to be home for a certain time?	I have the weekend off.	contradiction
3296	Want to have a BBQ this weekend?	I'd rather have pizza.	contradiction
3297	Do you know what time you have to leave to head back home yet?	Saturday afternoon.	entailment
3298	Does it include a parking spot?	Parking costs extra.	contradiction
3299	Have you got enough savings to live for 6 months?	Only five, I think.	contradiction
3300	Are you going out Saturday night?	I'm taking my mom to dinner for her birthday.	entailment
3301	When you start the laptop, do you see the splash screen with the Windows logo?	The splash screen with the windows logo does appear when the laptop is powered on. The screen is very bright and is also colorful.	entailment
3302	Are you able to connect to the network if the security in your router is disabled?	How can I see the router settings from my browser?	neutral
3303	Are you into non-fiction?	I enjoy true stories.	entailment
3304	Are you still working at the same place?	I just got promoted.	entailment
3305	Is your car's radiator leaking from finned section?	My car's radiator is not leaking from the finned section. 	contradiction
3306	Do you live by yourself?	I have a roommate.	contradiction
3307	Do you like to BBQ during the summer?	I like to grill as often as I can.	entailment
3308	Do you like getting a massage?	I have a package booked.	entailment
3309	Do you have a car?	I have a hybrid vehicle.	entailment
3310	When you start the laptop, do you see the splash screen with the Windows logo?	That would be a yes.	entailment
3311	Are you into Thom Yorke?	He's one of my favorite musicians.	entailment
3312	Is there time to see a movie?	We are all booked.	contradiction
3313	Can you hear the CPU fan or the hard drive spin?	I hear noises from them. The CPU and hard drive are making a spinning noise.	entailment
3314	I heard your dad passed away?	He's actually living in Nantucket.	contradiction
3315	Are you a non fiction lover ?	I read cooking books at bedtime.	entailment
3316	Are we getting an end-of-year bonus?	Of course.	entailment
3317	Is your car's radiator leaking from finned section?	The finned section of the car's radiator does not have a leak.	contradiction
3318	Want to get fast food?	Let's do burgers.	entailment
3319	Would you eat fish?	Salmon is my favorite thing to eat.	entailment
3320	Did you enjoy your time as a bus driver before your current job?	It was a bit stressful being a bus driver.	contradiction
3321	Is pizza ok?	I would eat anything at this point.	entailment
3322	Have you ever played the guitar?	I played as a kid.	entailment
3323	Do you want to travel somewhere?	I would prefer staying home.	contradiction
3324	Does your background match up well with the new job?	I think my experience makes me a good candidate.	entailment
3325	Is your mom still teaching at the university?	She just got tenure.	entailment
3326	Have you kept in touch with any of our other neighbors?	I moved so far I don't get to see anyone	contradiction
3327	When you turn ON the laptop, do you hear a series of beeps?	There aren't any beeps when it boots up.	contradiction
3328	Do you work a morning shift?	It depends on the schedule I'm given.	entailment
3329	Do you attend concerts?	I go to as many as I can.	entailment
3330	Are you working?	I have been with the same company for the past twenty two years.	entailment
3331	Would you be interested in buying a loft?	I'd love that.	entailment
3332	You want to grab some coffee?	A coffee would be good	entailment
3333	Are you able to boot your Windows in Safe Mode?	How do I boot it in that mode?	neutral
3334	Do you want to go for a drink in the local pub ?	I can't tonight	contradiction
3335	Would you like to go camping?	I have all my gear in my car already.	entailment
3336	Did it take a while to get here?	Only because the flight was delayed.	entailment
3337	Have you seen anyone else from the old neighborhood?	They've all moved.	contradiction
3338	Does the LCD diaply blackout at random?	LCD screen stays lit always.	contradiction
3339	Are you going to take any new courses to better your chances?	I don't have time.	contradiction
3340	Please plug in the AC power adapter to your laptop. Does it boot now?	I don't see the laptop boot up.	contradiction
